"X","GeneSymbol","padj","log2FoldChange","diffexpressed","gene.label"
322,"Hras",0.0922275573763576,0.151286048181338,NA,NA
323,"Hsd11b1",0.0369806883262149,-1.47170994841573,"DOWN","Hsd11b1"
324,"Hsf1",0.0809121334568089,0.235933542597948,NA,NA
325,"Hsf2",0.374441919135626,0.164642333361624,NA,NA
326,"Hspa2",0.510166295900708,-0.157705452809234,NA,NA
327,"Hspa4",0.0145613390819041,0.432382863865052,NA,NA
328,"Hspe1",0.0181495447089464,0.721212523317596,"UP","Hspe1"
329,"Icos",0.327730878464738,0.373458395527444,NA,NA
330,"Idh1",0.0572245127916916,-0.204960599863321,NA,NA
331,"Idh2",0.569694875398263,-0.0925445191974038,NA,NA
332,"Idh3a",0.224540251439826,-0.0721972871120673,NA,NA
333,"Idh3b",0.656780767958477,-0.0582846127375702,NA,NA
334,"Idh3g",0.225376645414616,0.123015681401536,NA,NA
335,"Idnk",0.5697829565368,0.147104294032211,NA,NA
336,"Ido1",0.0504974344182162,-0.641546029087524,NA,NA
337,"Ido2",0.453977610791425,-0.160464672193246,NA,NA
338,"Ifng",0.657300543394321,0.13385574673479,NA,NA
339,"Il10",0.302977925019062,0.235628248493142,NA,NA
340,"Il2",0.0254738222700338,-0.431339311607944,NA,NA
341,"Il21r",0.617448252671077,0.202816882999687,NA,NA
342,"Il2ra",0.117020230835045,0.423211430724544,NA,NA
343,"Il4",0.0995380903713174,-0.31194400631474,NA,NA
344,"Il4i1",0.785052155601311,0.108524456778169,NA,NA
345,"Il6",1,0,NA,NA
346,"Il7",0.512835025580035,0.0835126083899467,NA,NA
347,"Impdh1",0.0769007414302475,0.3814723483535,NA,NA
348,"Impdh2",0.0503225854292107,0.805183823015977,NA,NA
349,"Inmt",0.0265169528337073,-1.61598939634178,"DOWN","Inmt"
350,"Insr",0.109043121298806,0.452736966063289,NA,NA
351,"Irf1",0.382685960047305,-1.17920281503032,NA,NA
352,"Irf4",0.607173606585907,-0.190822342335578,NA,NA
353,"Itch",0.896109836078106,0.0106409616559083,NA,NA
354,"Itga1",0.0470770532207953,-0.292424881651389,NA,NA
355,"Itga11",0.934489812277842,0.0139391909578735,NA,NA
356,"Itgam",0.723822792678549,0.0880247477972242,NA,NA
357,"Itgb1",0.0245079546772336,-0.209444092886222,NA,NA
358,"Itgb2",0.260792059529757,0.224873410840203,NA,NA
359,"Itgb5",0.921455553687962,-0.0181823540919391,NA,NA
360,"Itk",0.288304111629878,-0.415037499278844,NA,NA
361,"Jak2",0.033252666181464,-0.321928094887362,NA,NA
362,"Kansl1",0.673140467195612,-0.0263647039993999,NA,NA
