"X","GeneSymbol","padj","log2FoldChange","diffexpressed","gene.label"
438,"Nadk",0.951591969727163,-0.0118254353967896,NA,NA
439,"Nadk2",0.129371404958947,-0.439980473568973,NA,NA
440,"Naglu",0.323941703258978,0.172092246021916,NA,NA
441,"Nat8l",0.000417486271862882,-1.06228427825434,"DOWN","Nat8l"
442,"Ncaph",0.338401616995365,0.403163398990552,NA,NA
443,"Ncoa2",0.140425218612532,-0.216896433581596,NA,NA
444,"Ncor1",0.462879549480911,-0.118189864666499,NA,NA
445,"Ncr1",0.738944534754361,-0.111892880070897,NA,NA
446,"Ndc1",0.0327899566203999,0.386727741083123,NA,NA
447,"Ndufa1",0.0133106855084843,-0.584343572156634,NA,NA
448,"Ndufa11",0.11724433970733,-0.39940684756508,NA,NA
449,"Ndufa12",0.51179372645574,0.0924493662289678,NA,NA
450,"Ndufa13",0.0771117457153264,-0.307272241369114,NA,NA
451,"Ndufa2",0.180101171959143,-0.271737135289307,NA,NA
452,"Ndufa3",0.0399499753656465,-0.419717536090633,NA,NA
453,"Ndufa4",0.111935218980311,-0.369306856096694,NA,NA
454,"Ndufa6",0.596887973215749,-0.190756109790344,NA,NA
455,"Ndufa7",0.550878116167961,-0.085360665020209,NA,NA
456,"Ndufb10",0.487203812046012,0.0502353224695024,NA,NA
457,"Ndufb11",0.156136372180739,0.167599948496069,NA,NA
458,"Ndufb2",0.121333076113539,-0.309281898513398,NA,NA
459,"Ndufb4",0.671967302144802,-0.0677404748529557,NA,NA
460,"Ndufb7",0.0890568602288437,-0.201750820425685,NA,NA
461,"Ndufb8",0.0595806474710727,-0.296081873509304,NA,NA
462,"Ndufs7",0.254267193293661,-0.143680007020424,NA,NA
463,"Ndufs8",0.1510776909077,-0.165688698378067,NA,NA
464,"Nedd8",0.984745806604464,-0.00188437083142708,NA,NA
465,"Neu1",0.868328619271567,0.0230186166027296,NA,NA
466,"Nfat5",0.54417640348103,0.0578601869588945,NA,NA
467,"Nfe2l2",0.171072664834782,0.19165929379684,NA,NA
468,"Nfkb1",0.64354130319941,0.0633093915546809,NA,NA
469,"Nfkb2",0.0114397717779648,0.589723874814881,NA,NA
470,"Nfs1",0.376680695089459,-0.094248351637892,NA,NA
471,"Ngfr",0.317284859121759,-0.190822342335578,NA,NA
472,"Nkg7",0.797117086957857,-0.154722594798642,NA,NA
473,"Nme1",0.0367292506717273,0.900866807980748,"UP","Nme1"
474,"Nme2",0.127569183974862,0.34027274687348,NA,NA
475,"Nod2",0.436788923377658,-0.219566377257685,NA,NA
476,"Nos1",0.932934154094572,-0.0236512680646453,NA,NA
477,"Nos2",0.371980013229705,-0.147487612322557,NA,NA
478,"Nos3",0.237858696258579,-0.277649943138062,NA,NA
479,"Nox1",0.440818778730121,0.241008099503795,NA,NA
480,"Nox3",0.226115181713169,-0.326228232320988,NA,NA
481,"Nox4",0.554796097016514,-0.0921182019884316,NA,NA
482,"Npm1",0.0592330380795694,0.712882149044757,NA,NA
483,"Npr1",0.615495303389484,-0.110122814222142,NA,NA
484,"Npr2",0.371729575229449,-0.132578509370418,NA,NA
485,"Nqo1",0.291712698772794,-0.260169072139404,NA,NA
486,"Nr2f1",0.0539416121713866,-0.436639753764055,NA,NA
487,"Nras",0.82457334387268,-0.0181702029145181,NA,NA
488,"Nrf1",0.958528511476772,0.00674157787905522,NA,NA
489,"Nsd1",0.895912530662168,-0.0175884153256396,NA,NA
490,"Nt5e",0.477951681801727,0.158337027167101,NA,NA
491,"Nup153",0.0205124737345918,0.528265889278381,NA,NA
492,"Nup205",0.034262654451866,0.494981133883491,NA,NA
493,"Nup62",0.243368085388009,0.156376556562043,NA,NA
494,"Oat",0.0746296794021795,-0.367028626757558,NA,NA
495,"Odc1",0.00420295117490016,1.17779909432239,"UP","Odc1"
496,"Ogdh",0.153703916129335,0.248529684953385,NA,NA
497,"Ogdhl",0.087881416631948,-0.691167732787984,NA,NA
498,"Otc",0.439142894197818,-0.219313028404476,NA,NA
499,"Pah",0.501058437043207,-0.942666824934048,NA,NA
500,"Pck1",0.902418469831846,0.0554951125917037,NA,NA
501,"Pck2",0.0197228146835814,1.13263776857812,"UP","Pck2"
502,"Pclaf",0.0835297494849167,1.75672884898764,NA,NA
503,"Pdcd1",0.0491382502171091,-0.573735245297902,NA,NA
504,"Pdcd1lg2",0.966858827056009,-0.0159415438690215,NA,NA
505,"Pdgfb",0.438747123136555,0.195643821572232,NA,NA
506,"Pdgfrb",0.453774561619133,-0.250257991446175,NA,NA
507,"Pdha1",0.234238966057828,-0.0442057991368885,NA,NA
508,"Pdk1",0.170201925558231,0.199645699562312,NA,NA
509,"Pdk2",0.620343938094145,0.0896020880165026,NA,NA
510,"Pdk3",0.914905322373865,0.0337883134562836,NA,NA
511,"Pdk4",0.303727863783448,-0.922415617878305,NA,NA
512,"Pdp1",0.495388712120957,-0.158320817201529,NA,NA
513,"Pdpk1",0.0203196164861703,0.377599492918751,NA,NA
514,"Pebp1",0.163924138389397,0.16798789394159,NA,NA
515,"Pemt",0.0259497128353698,0.616934890459436,"UP","Pemt"
516,"Pfkfb1",0.00670687613137023,-1.36257007938471,"DOWN","Pfkfb1"
517,"Pfkl",0.165324809141986,0.227772448332167,NA,NA
518,"Pfkm",0.411156211642143,-0.186648681459814,NA,NA
519,"Pgam2",0.23274850447621,-0.347731391874844,NA,NA
520,"Pgd",0.109505663135587,0.243514809924003,NA,NA
521,"Pgk1",0.00811090750987896,0.397723737643131,NA,NA
522,"Pgm1",0.469042444634713,-0.232834168058095,NA,NA
523,"Phgdh",0.00607380220612898,5.12489124782781,"UP","Phgdh"
524,"Pik3c2a",0.173688399817297,-0.111169375936472,NA,NA
525,"Pik3ca",0.649202656076833,-0.0811697910799562,NA,NA
526,"Pik3cb",0.631714600318384,-0.0492763407381996,NA,NA
527,"Pik3cd",0.74983378664263,-0.0608251926960436,NA,NA
528,"Pik3r1",0.00452024576119622,-0.761611354428573,"DOWN","Pik3r1"
529,"Pik3r2",0.183330191779521,-0.147637900883648,NA,NA
530,"Pik3r3",0.0577121862363487,-0.444099964881306,NA,NA
531,"Pik3r4",0.721228975917963,0.0819147517084982,NA,NA
532,"Pklr",0.351713618422667,-0.415037499278844,NA,NA
533,"Pkm",0.473844918619889,0.102324513436496,NA,NA
534,"Pla2g15",0.0561236961656979,-0.28189343308511,NA,NA
535,"Plcg1",0.113814222011875,-0.21515017500574,NA,NA
536,"Plk1",0.0903762081643037,0.743660246740214,NA,NA
537,"Pnoc",0.91538196021738,0.0331668639351991,NA,NA
538,"Pnp",1,0,NA,NA
539,"Pole",0.403916812811748,0.225559700415131,NA,NA
540,"Pparg",0.377423596269613,-0.162882766270154,NA,NA
541,"Ppargc1a",0.0211389355795994,0.634491972916413,"UP","Ppargc1a"
542,"Ppat",0.00559090617257737,0.690375510394449,"UP","Ppat"
543,"Ppm1a",0.980817150959304,0.00281707688413151,NA,NA
544,"Prdx1",0.114932678948886,-0.186776294790606,NA,NA
545,"Prdx5",0.0266565719750443,-0.29051601820811,NA,NA
546,"Prf1",0.276985312261581,-0.312384322216491,NA,NA
547,"Prim1",0.356450871691902,0.259935167174907,NA,NA
548,"Prim2",0.112105400928376,-0.172923745072148,NA,NA
549,"Prkaa1",0.171830519586579,-0.148596492001801,NA,NA
550,"Prkaa2",0.14941074307882,0.270521870363537,NA,NA
551,"Prkab1",0.0271131313062292,-0.42294269736419,NA,NA
552,"Prkab2",0.913867900832336,0.0193202223239918,NA,NA
553,"Prkag1",0.397938915526704,-0.0865551259397819,NA,NA
554,"Prkag2",0.0047330777526089,-0.886274263966595,"DOWN","Prkag2"
555,"Prkcg",0.110160059608617,-0.501749132472175,NA,NA
556,"Prkn",0.965431520589987,0.0292730775783329,NA,NA
557,"Prodh2",0.4987476734787,0.20163386116965,NA,NA
558,"Prps1",0.0209099931583081,0.399231796005082,NA,NA
559,"Prr5",0.346236580461879,-0.223324696031822,NA,NA
560,"Psat1",0.0202940829737663,3.31742826265919,"UP","Psat1"
561,"Psma3",0.229291302865947,0.189694621526628,NA,NA
562,"Psma7",0.129734828433028,0.142711814752696,NA,NA
563,"Psmb1",0.000345171860193373,0.450661409009565,NA,NA
564,"Psmb10",0.597803943002658,0.147244612301512,NA,NA
565,"Psmb3",0.00267219183028366,0.300424218491718,NA,NA
566,"Psmc1",0.0686823477741704,0.219442836559083,NA,NA
567,"Psmd13",0.0111514044048232,0.402136798125309,NA,NA
568,"Psme2",0.165144942566156,-0.355100425844076,NA,NA
569,"Psph",0.00498332829123736,0.708388471256583,"UP","Psph"
570,"Pten",0.0153896986013786,-0.324420807191538,NA,NA
571,"Ptger4",0.898605412390101,-0.0155968550510185,NA,NA
572,"Ptges",0.654378222435825,0.149377624038227,NA,NA
573,"Ptgs1",0.822308005939976,-0.0522833909327419,NA,NA
574,"Ptgs2",0.337404005106676,-0.371968777386958,NA,NA
575,"Ptk2",0.41856194981153,0.0910879219322482,NA,NA
576,"Ptk6",0.139434998805095,0.211504105193712,NA,NA
577,"Ptpn5",0.805645675345264,-0.0861566437497144,NA,NA
578,"Ptprc",0.580085219716086,-0.12820998227974,NA,NA
579,"Pudp",0.247594790710641,-0.241008099503795,NA,NA
580,"Pycr1",0.00178334678706474,3.31817596002625,"UP","Pycr1"
581,"Pycr2",0.0828739710855789,0.256090281524616,NA,NA
582,"Pycrl",0.0818715834573659,0.527390970038014,NA,NA
583,"Rad51",0.0276946854649996,0.362570079384708,NA,NA
584,"Rad51ap1",0.674058321857109,0.205114429904613,NA,NA
585,"Ranbp2",0.347235788166854,0.167372079584892,NA,NA
586,"Rb1cc1",0.386359006921779,-0.0909251571296055,NA,NA
587,"Rbbp5",0.0258301911796223,0.368814482518198,NA,NA
588,"Rbks",0.249375570304427,0.28615696386554,NA,NA
589,"Rbp4",0.236418352847364,-0.27778099120298,NA,NA
590,"Rela",0.580563443447975,0.0837028833209926,NA,NA
591,"Rest",0.0717413449456852,0.316214443692969,NA,NA
592,"Rgn",0.211464272960831,-0.241008099503795,NA,NA
593,"Rictor",0.812616524296953,0.045379903504009,NA,NA
594,"Rimkla",0.705251050948841,0.129283016944966,NA,NA
595,"Rimklb",0.538386246627506,-0.0601209924375707,NA,NA
596,"Rpia",0.876652189299633,-0.0301199883763355,NA,NA
597,"Rpl23",0.0519466172079361,0.453904386236404,NA,NA
598,"Rplp0",0.0347638528740955,0.665341269649155,"UP","Rplp0"
599,"Rps6ka1",0.0497149786383113,-0.232834168058095,NA,NA
600,"Rps6kb1",0.301972434400822,0.0981531195007957,NA,NA
601,"Rps6kb2",0.244490224228982,0.255681739546719,NA,NA
602,"Rptor",0.347833451869022,0.12036700338512,NA,NA
603,"Rragc",0.095724944037576,0.400696967771694,NA,NA
604,"Rrm1",0.0922767125841533,0.494057498479983,NA,NA
605,"Rrm2",0.799905910927573,-0.111031312388744,NA,NA
606,"Runx1",0.847702636979822,0.0489096004809462,NA,NA
607,"Runx2",0.750647585390349,-0.0981803939389032,NA,NA
608,"S100a1",0.173051012382597,-0.45647810621282,NA,NA
609,"Sardh",0.345288014841138,-0.220688115124199,NA,NA
610,"Scd1",0.0712972221916795,-0.590744853315162,NA,NA
611,"Sdhb",0.683013640070924,0.0261777099858165,NA,NA
612,"Sdhc",0.126866596363469,-0.321893294674104,NA,NA
613,"Sds",1,0,NA,NA
614,"Sdsl",0.0932368705010228,0.307734213304608,NA,NA
615,"Sec13",0.110047452668751,0.209593839254834,NA,NA
616,"Selenok",0.0710798065918443,-0.278528093208877,NA,NA
617,"Sem1",0.0184406146336401,0.667260008013146,"UP","Sem1"
618,"Serinc1",0.652103987872255,0.03340268981342,NA,NA
619,"Serinc2",0.0764872301636823,-0.358453970912476,NA,NA
620,"Serinc3",0.589372813972789,-0.182502346251257,NA,NA
621,"Serinc5",0.0319634026946306,-0.330006959648047,NA,NA
622,"Sh2d1a",0.295876298589034,0.537028023657454,NA,NA
623,"Shmt1",0.0247712188553436,2.12928301694497,"UP","Shmt1"
624,"Shmt2",0.0128426702381702,1.14199965529201,"UP","Shmt2"
625,"Siglecf",0.240271442439592,-0.233199176293031,NA,NA
626,"Slc16a1",0.203344847609834,0.0862590541008437,NA,NA
627,"Slc16a11",0.0667725454166427,-0.462343214057201,NA,NA
628,"Slc16a13",0.265343212808622,-0.345135486048688,NA,NA
629,"Slc16a2",0.817729720463346,0.0478663112652584,NA,NA
630,"Slc16a3",0.504652930723477,0.226965151126272,NA,NA
631,"Slc16a6",0.15543471175099,0.463084673685953,NA,NA
632,"Slc16a7",0.475406365628541,0.260785465330232,NA,NA
633,"Slc16a8",0.115631050338092,-0.397963985919902,NA,NA
634,"Slc1a5",0.144423214316903,-0.478231325766038,NA,NA
635,"Slc25a1",0.0858090816253103,-0.16401561114703,NA,NA
636,"Slc27a1",0.195374812194144,-0.313564621952736,NA,NA
637,"Slc2a1",0.00220113684159262,0.814049574631612,"UP","Slc2a1"
638,"Slc2a3",0.902696912017452,0.0320612092322983,NA,NA
639,"Slc2a5",0.891329068856934,-0.0196288067489327,NA,NA
640,"Slc2a6",0.664702138935711,-0.149377624038227,NA,NA
641,"Slc2a8",0.303277962282935,0.0735566069700811,NA,NA
642,"Slc3a1",0.0758555441728556,0.312590230308026,NA,NA
643,"Slc3a2",0.0620092319118032,2.43114441091672,NA,NA
644,"Slc6a12",0.162580441670271,-0.508464363247113,NA,NA
645,"Slc6a18",0.541235304799841,-0.178970141045319,NA,NA
646,"Slc6a19",0.871389989093491,-0.0406419844973459,NA,NA
647,"Slc7a11",0.110560889771316,1.66558096092944,NA,NA
648,"Slc7a5",0.00353977807495813,4.82766390445794,"UP","Slc7a5"
649,"Slc7a9",0.199802388344148,-0.652076696579693,NA,NA
650,"Smad2",0.798755843984642,0.043267453904169,NA,NA
651,"Smad3",0.045951374470664,-0.279123077157843,NA,NA
652,"Smad4",0.847839834064564,-0.0189727013671914,NA,NA
653,"Snf8",0.145054488126825,0.093210260418709,NA,NA
654,"Sod1",0.340328675722581,0.152392665169512,NA,NA
655,"Sod2",0.0982922821528243,-0.240064792165976,NA,NA
656,"Sod3",0.647535482967893,-0.113381799417743,NA,NA
657,"Sos1",0.575506723003536,-0.0664079444475956,NA,NA
658,"Sos2",0.449589739712418,-0.118794550587983,NA,NA
659,"Sox2",0.746515863967458,0.0641303374197156,NA,NA
660,"Spib",0.23245949626183,0.317190175880699,NA,NA
661,"Sqstm1",0.0114086188124019,0.925540606360402,"UP","Sqstm1"
662,"Srebf1",0.0819442746151075,-0.336700526851617,NA,NA
663,"Srebf2",0.000698056830254314,0.290825471881299,NA,NA
664,"Srm",0.0564520685513817,1.5135967294484,NA,NA
665,"Srr",0.00269434210017262,0.968499799021568,"UP","Srr"
666,"Stam2",0.243198037185737,0.0979264206892572,NA,NA
667,"Stat1",0.632548050763024,-0.218431409978575,NA,NA
668,"Stat3",0.0835758268765784,0.243327290574064,NA,NA
669,"Stat5a",0.0565521510096169,-0.535066056474148,NA,NA
670,"Stat5b",0.115185947748529,-0.384580571545363,NA,NA
671,"Stat6",0.464135009902795,0.092102638795225,NA,NA
672,"Stk11",0.382777933981843,0.0834024204818747,NA,NA
673,"Stk3",0.716151921482742,-0.038969051953443,NA,NA
674,"Taldo1",0.666405507395133,0.0281673987268878,NA,NA
675,"Tbk1",0.177613515035266,-0.121797003916766,NA,NA
676,"Tbx21",0.855670451044353,-0.0715532610250339,NA,NA
677,"Tbxas1",0.157265442073631,-0.286799871483761,NA,NA
678,"Tcl1",0.741262433882712,-0.132755208851771,NA,NA
679,"Tdo2",0.920726502209708,-0.0193653248669311,NA,NA
680,"Tecr",0.160928640895585,-0.257487692608796,NA,NA
681,"Telo2",0.016549057999449,0.930737337562886,"UP","Telo2"
682,"Tet2",0.795044548444864,-0.0259952085329447,NA,NA
683,"Tfam",0.874521143956201,-0.0323068370597223,NA,NA
684,"Tfrc",0.68298591356593,-0.184635292212562,NA,NA
685,"Th",0.167795395961504,0.498805856971442,NA,NA
686,"Thbs1",0.253433991364954,1.19513034133199,NA,NA
687,"Thbs2",0.439642925364592,-0.241487193268663,NA,NA
688,"Tigar",0.0644392321015426,0.578032264889233,NA,NA
689,"Tigit",0.0739261885332919,-0.367731784500487,NA,NA
690,"Timeless",0.222967454757245,-0.584962500721156,NA,NA
691,"Tk1",0.208379504808856,1.02345897282399,NA,NA
692,"Tk2",0.326452849166758,-0.182864057149811,NA,NA
693,"Tkt",0.209817953900656,0.274605783004151,NA,NA
694,"Tlr1",0.944420343996656,-0.018859027251316,NA,NA
695,"Tlr2",0.0950625530013478,-0.25964381663302,NA,NA
696,"Tlr4",0.230465283725021,0.468302649379033,NA,NA
697,"Tlr7",0.0991184418285006,-0.538419914784126,NA,NA
698,"Tnf",0.890506176036298,0.0201778819376303,NA,NA
699,"Tnfrsf17",0.0389675834356883,-1.45567948377619,"DOWN","Tnfrsf17"
700,"Tnfrsf4",0.670876662834251,-0.148863385914483,NA,NA
701,"Tph1",0.371531925209398,-0.148522524710088,NA,NA
702,"Tpr",0.431195312517289,0.0744187460175122,NA,NA
703,"Tpsab1",0.614431828683895,0.121306296222134,NA,NA
704,"Tpsb2",0.31973490536466,-0.42294269736419,NA,NA
705,"Tpx2",0.279351509448162,0.396517411308046,NA,NA
706,"Traf1",0.121629209134116,-0.138827704697317,NA,NA
707,"Traf6",0.785469207189489,0.033406877085346,NA,NA
708,"Trat1",0.0818538180861544,-0.346450414021431,NA,NA
709,"Trf",0.226193173109098,-0.307235266954602,NA,NA
710,"Trp53",0.112027486556346,0.407343107488843,NA,NA
711,"Trp63",0.898664093969995,-0.0426443374084937,NA,NA
712,"Ttpa",0.434025743756109,0.176877762084079,NA,NA
713,"Ttr",0.729005699108353,0.130396637255675,NA,NA
714,"Txn1",0.412730716289982,-0.0674492466138663,NA,NA
715,"Txn2",0.0511137368541977,0.0968939626446389,NA,NA
716,"Txnrd1",0.064672484661516,0.633545629102667,NA,NA
717,"Tymp",0.330369876521168,-0.362570079384708,NA,NA
718,"Tyms",0.445932534606141,-0.209923069374231,NA,NA
719,"Ube2c",0.280487778121868,0.696422931209699,NA,NA
720,"Ube2t",0.804766484425551,-0.0219306400695022,NA,NA
721,"Uck1",0.283112806113995,0.237323421782332,NA,NA
722,"Uck2",0.0646159438571916,1.24382820711764,NA,NA
723,"Uckl1",0.9261522964433,0.0106974844359487,NA,NA
724,"Umps",0.0399720751950044,0.418159541269552,NA,NA
725,"Upp1",0.0570902691501828,0.765925773615917,NA,NA
726,"Upp2",0.569341664529561,0.32930762525296,NA,NA
727,"Uqcr10",0.579378208499924,-0.0754630122996365,NA,NA
728,"Uqcr11",0.00591666550607931,-0.628424641033358,"DOWN","Uqcr11"
729,"Uqcrq",0.130764496704175,-0.222824577529697,NA,NA
730,"Usp8",0.134456872077995,0.166079839296371,NA,NA
731,"Vegfa",0.264742899328648,0.350246342449824,NA,NA
732,"Vhl",0.0758037779272839,-0.370491060325582,NA,NA
733,"Vps28",0.203819119136498,-0.0933128245725324,NA,NA
734,"Washc4",0.0327131217869533,0.276224484705507,NA,NA
735,"Wdr45",0.0214326043753309,0.355617318742941,NA,NA
736,"Wnt1",0.535924379149821,-0.192645077942396,NA,NA
737,"Wnt2",0.230199641080499,-0.15200309344505,NA,NA
738,"Wrn",0.237290438681562,-0.159604816178388,NA,NA
739,"Xcl1",0.000584410615302807,-0.281412935148648,NA,NA
740,"Xdh",0.0412459992071057,-0.979419122577548,"DOWN","Xdh"
741,"Xrcc2",0.0738630108201472,-0.349449157651267,NA,NA
742,"Ywhaz",0.218789908699373,0.229986586831813,NA,NA
743,"Zap70",0.211298666267751,-0.321928094887362,NA,NA
744,"Zfp457",0.420048109782259,-0.399270183420527,NA,NA
745,"Zfp458",0.0971205840966699,-0.144771524213974,NA,NA
746,"Zfp65",0.330292813627584,-0.220048480868149,NA,NA
747,"Zfp869",0.681547307284927,-0.0602949706556656,NA,NA
748,"Zfp975",0.396093291120194,-0.220887262054497,NA,NA
749,"Abcf1",0.0363581453158549,0.368937355325646,NA,NA
750,"Agk",0.00146261005186794,0.384765825498904,NA,NA
751,"Cog7",0.402555816795169,0.15419432499279,NA,NA
752,"Dhx16",0.191467048077432,0.150268042074302,NA,NA
753,"Dnajc14",0.314685083967088,0.0590690820439845,NA,NA
754,"Edc3",0.339096642839439,0.103889243144724,NA,NA
755,"Fcf1",0.0244402544196459,0.506443860721866,NA,NA
756,"G6pdx",0.385432860718166,0.104652152407943,NA,NA
757,"Mrps5",0.10365135416059,0.552631847105166,NA,NA
758,"Nrde2",0.867768027498616,0.0330582885792957,NA,NA
759,"Oaz1",0.0215224586238915,-0.400315651632301,NA,NA
760,"Polr2a",0.263064744598922,0.314873337353412,NA,NA
761,"Sap130",0.99246765622131,-0.00152102812285027,NA,NA
762,"Sdha",0.449543935224602,0.13775114712341,NA,NA
763,"Stk11ip",0.0226298989492645,0.233118827929506,NA,NA
764,"Tbc1d10b",0.976702113881751,0.00424322376733936,NA,NA
765,"Tbp",0.405024969529539,-0.159102032147776,NA,NA
766,"Tlk2",0.467868054796886,0.0586079785781544,NA,NA
767,"Ubb",0,-0.0827266951636842,NA,NA
768,"Usp39",0,0.544648140851286,NA,NA
